repo_name,total_contributions,n_contributors_total,core_n,peripheral_n,core_peripheral_ratio,core_top_fraction
SciML/PubChem.jl,2675,5,1,4,0.25,0.2
SciML/DataInterpolations.jl,1901,5,1,4,0.25,0.2
econ-ark/OverARK,132,5,1,4,0.25,0.2
MDAnalysis/waterdynamics,145,5,1,4,0.25,0.2
galaxyproject/galaxy_tool_metadata_extractor,849,5,1,4,0.25,0.2
SciML/FindFirstFunctions.jl,219,5,1,4,0.25,0.2
SciML/OptimizationBase.jl,1193,5,1,4,0.25,0.2
SciML/UDEComponents.jl,72,5,1,4,0.25,0.2
SciML/LineSearch.jl,117,5,1,4,0.25,0.2
pangeo-data/pangeo-igarss2024,209,5,1,4,0.25,0.2
QuantEcon/lecture-intro.zh-cn,781,5,1,4,0.25,0.2
MDAnalysis/imd-workshop-2024,17,5,1,4,0.25,0.2
ropensci/roregistry,1386,4,1,3,0.3333333333333333,0.2
pybamm-team/pybamm-bench,1301,4,1,3,0.3333333333333333,0.2
numpy/doc,30,4,1,3,0.3333333333333333,0.2
napari/magicgui,163,4,1,3,0.3333333333333333,0.2
galaxyproject/gxabm,1043,4,1,3,0.3333333333333333,0.2
stan-dev/performance-tests-cmdstan,439,4,1,3,0.3333333333333333,0.2
nteract/nteract.io,323,4,1,3,0.3333333333333333,0.2
econ-ark/BufferStockTheory,66,4,1,3,0.3333333333333333,0.2
SciML/DiffEqSensitivity.jl,1516,4,1,3,0.3333333333333333,0.2
ipython/ipyparallel,512,4,1,3,0.3333333333333333,0.2
ropensci/DataPackageR,13447,4,1,3,0.3333333333333333,0.2
dask/dask-labextension,94,4,1,3,0.3333333333333333,0.2
pangeo-data/climpred,636,4,1,3,0.3333333333333333,0.2
jupyter/cookiecutter-docker-stacks,324,4,1,3,0.3333333333333333,0.2
dask/dask-examples,26,4,1,3,0.3333333333333333,0.2
jupyter/security,152,4,1,3,0.3333333333333333,0.2
astropy/astropy-v5.0-paper,293,4,1,3,0.3333333333333333,0.2
sunpy/sunkit-instruments,155,4,1,3,0.3333333333333333,0.2
stan-dev/cmdstanpy,1477,4,1,3,0.3333333333333333,0.2
scipy/PROPACK,10,4,1,3,0.3333333333333333,0.2
ropensci/fingertipsR,96,4,1,3,0.3333333333333333,0.2
SciML/DiffEqCallbacks.jl,1769,4,1,3,0.3333333333333333,0.2
jump-dev/DiffOpt.jl,465,4,1,3,0.3333333333333333,0.2
sunpy/sunpy.org,434,4,1,3,0.3333333333333333,0.2
conda/clabot-config,43,4,1,3,0.3333333333333333,0.2
Cantera/cantera,8218,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKMeshToPolyData,92,4,1,3,0.3333333333333333,0.2
jump-dev/Convex.jl,46815,4,1,3,0.3333333333333333,0.2
astropy/regions,541,4,1,3,0.3333333333333333,0.2
jupyter/qtconsole,2210,4,1,3,0.3333333333333333,0.2
pymc-devs/resources,30,4,1,3,0.3333333333333333,0.2
sunpy/sunkit-image,477,4,1,3,0.3333333333333333,0.2
sunpy/sunkit-pyvista,546,4,1,3,0.3333333333333333,0.2
sunpy/sunraster,89,4,1,3,0.3333333333333333,0.2
sunpy/sunpy-sphinx-theme,612,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKTotalVariation,13,4,1,3,0.3333333333333333,0.2
SciML/ColPrac,52,4,1,3,0.3333333333333333,0.2
QuantEcon/QuantEcon.py,637,4,1,3,0.3333333333333333,0.2
spyder-ide/qtpy,428,4,1,3,0.3333333333333333,0.2
astropy/sphinx-automodapi,93,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKMontage,38,4,1,3,0.3333333333333333,0.2
cupy/cupy-release-tools,381,4,1,3,0.3333333333333333,0.2
astropy/learn-astropy-librarian,87,4,1,3,0.3333333333333333,0.2
Open-MBEE/ve4,191,4,1,3,0.3333333333333333,0.2
pangeo-data/jupyter-earth,294,4,1,3,0.3333333333333333,0.2
Blosc/python-caterva,36,4,1,3,0.3333333333333333,0.2
Blosc/caterva,137,4,1,3,0.3333333333333333,0.2
networkx/archive,211,4,1,3,0.3333333333333333,0.2
MDAnalysis/mdacli,130,4,1,3,0.3333333333333333,0.2
galaxyproject/starforge-recipes,21,4,1,3,0.3333333333333333,0.2
arviz-devs/arviz_governance,13,4,1,3,0.3333333333333333,0.2
pangeo-data/governance,30,4,1,3,0.3333333333333333,0.2
jupyter/notebook-team-compass,25,4,1,3,0.3333333333333333,0.2
spyder-ide/spyder-docs,215,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKTubeTK,136,4,1,3,0.3333333333333333,0.2
scientific-python/yaml2ics,127,4,1,3,0.3333333333333333,0.2
SciML/DiffEqDevTools.jl,791,4,1,3,0.3333333333333333,0.2
stan-dev/loo,3134,4,1,3,0.3333333333333333,0.2
conda/conda-benchmarks,280,4,1,3,0.3333333333333333,0.2
conda/conda-prefix-replacement,235,4,1,3,0.3333333333333333,0.2
conda/cookiecutter-conda-python,295,4,1,3,0.3333333333333333,0.2
conda/pycosat,608,4,1,3,0.3333333333333333,0.2
conda/conda-verify,981,4,1,3,0.3333333333333333,0.2
stan-dev/example-models,67,4,1,3,0.3333333333333333,0.2
MDAnalysis/distopia,721,4,1,3,0.3333333333333333,0.2
sunpy/mpl-animators,576,4,1,3,0.3333333333333333,0.2
Open-MBEE/mdk,367,4,1,3,0.3333333333333333,0.2
jupyter/terminado,133,4,1,3,0.3333333333333333,0.2
MDAnalysis/pytng,469,4,1,3,0.3333333333333333,0.2
ropensci/stplanr,6963,4,1,3,0.3333333333333333,0.2
ropensci/photosearcher,14,4,1,3,0.3333333333333333,0.2
matplotlib/governance,55,4,1,3,0.3333333333333333,0.2
Cantera/cantera-website,820,4,1,3,0.3333333333333333,0.2
jump-dev/jump-dev.github.io,321,4,1,3,0.3333333333333333,0.2
galaxyproject/bioblend,298,4,1,3,0.3333333333333333,0.2
scverse/mudata,320,4,1,3,0.3333333333333333,0.2
galaxyproject/galaxykubeman-helm,170,4,1,3,0.3333333333333333,0.2
QuantEcon/quantecon-book-theme,244,4,1,3,0.3333333333333333,0.2
yt-project/blog,31,4,1,3,0.3333333333333333,0.2
arviz-devs/PSIS.jl,1238,4,1,3,0.3333333333333333,0.2
SciML/OperatorLearning.jl,228,4,1,3,0.3333333333333333,0.2
pybamm-team/pybamm-supporting-material,6,4,1,3,0.3333333333333333,0.2
matplotlib/mpl-gui,102,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKColorNormalization,18,4,1,3,0.3333333333333333,0.2
mlpack/ensmallen.org,23,4,1,3,0.3333333333333333,0.2
QuantEcon/qe_lunch_workshops,213,4,1,3,0.3333333333333333,0.2
tardis-sn/gsoc,18,4,1,3,0.3333333333333333,0.2
matplotlib/matplotlib.github.com,101,4,1,3,0.3333333333333333,0.2
scientific-python/lazy_loader,102,4,1,3,0.3333333333333333,0.2
stan-dev/bayesplot,461,4,1,3,0.3333333333333333,0.2
scverse/scvi-tools-site,24,4,1,3,0.3333333333333333,0.2
galaxyproject/gxadmin,300,4,1,3,0.3333333333333333,0.2
stan-dev/r-packages,48,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKAnisotropicDiffusionLBR,9,4,1,3,0.3333333333333333,0.2
JuliaLang/Microbenchmarks,22,4,1,3,0.3333333333333333,0.2
stan-dev/rstanarm,512,4,1,3,0.3333333333333333,0.2
openfheorg/openfhe-hexl,196,4,1,3,0.3333333333333333,0.2
galaxyproject/planemo-monitor,36,4,1,3,0.3333333333333333,0.2
tardis-sn/tardis-setups,11,4,1,3,0.3333333333333333,0.2
galaxyproject/gxformat2,105,4,1,3,0.3333333333333333,0.2
SciML/QuantumNLDiffEq.jl,123,4,1,3,0.3333333333333333,0.2
ropensci/rdefra,11,4,1,3,0.3333333333333333,0.2
WorldWideTelescope/wwt-website,182,4,1,3,0.3333333333333333,0.2
SciML/MinimallyDisruptiveCurves.jl,159,4,1,3,0.3333333333333333,0.2
Open-MBEE/mms5-auth-service,111,4,1,3,0.3333333333333333,0.2
jupyter/jupyter-sphinx,147,4,1,3,0.3333333333333333,0.2
pymc-devs/brand,52,4,1,3,0.3333333333333333,0.2
sunpy/sunxspex,88,4,1,3,0.3333333333333333,0.2
dask/dask-mpi,547,4,1,3,0.3333333333333333,0.2
yt-project/widgyts,326,4,1,3,0.3333333333333333,0.2
sympy/live,34,4,1,3,0.3333333333333333,0.2
pandas-dev/pandas-stubs,578,4,1,3,0.3333333333333333,0.2
ropensci/rdhs,748,4,1,3,0.3333333333333333,0.2
ipython/matplotlib-inline,34,4,1,3,0.3333333333333333,0.2
SciML/SciMLStyle,95,4,1,3,0.3333333333333333,0.2
SciML/IRKGaussLegendre.jl,99,4,1,3,0.3333333333333333,0.2
SciML/NBodySimulator.jl,262,4,1,3,0.3333333333333333,0.2
OSGeo/OSGeoLive,431,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKIsotropicWavelets,20,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKSimpleITKFilters,12,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKTextureFeatures,16,4,1,3,0.3333333333333333,0.2
SciML/DiffEqParamEstim.jl,1204,4,1,3,0.3333333333333333,0.2
SciML/CommonSolve.jl,281,4,1,3,0.3333333333333333,0.2
SciML/MultiScaleArrays.jl,422,4,1,3,0.3333333333333333,0.2
SciML/MathML.jl,193,4,1,3,0.3333333333333333,0.2
galaxyproject/cloudlaunch,33,4,1,3,0.3333333333333333,0.2
SciML/MuladdMacro.jl,209,4,1,3,0.3333333333333333,0.2
SciML/SimpleDiffEq.jl,320,4,1,3,0.3333333333333333,0.2
QuantEcon/QuantEcon.jl,49,4,1,3,0.3333333333333333,0.2
SciML/SBMLToolkitTestSuite.jl,119,4,1,3,0.3333333333333333,0.2
galaxyproject/pulsar,133,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKMinimalPathExtraction,24,4,1,3,0.3333333333333333,0.2
fortran-lang/playground,73,4,1,3,0.3333333333333333,0.2
openfheorg/openfhe-integer-examples,10,4,1,3,0.3333333333333333,0.2
spyder-ide/website-spyder,63,4,1,3,0.3333333333333333,0.2
InsightSoftwareConsortium/ITKRemoteModuleBuildTestPackageAction,376,4,1,3,0.3333333333333333,0.2
arviz-devs/ArviZExampleData.jl,938,4,1,3,0.3333333333333333,0.2
SciML/FEniCS.jl,69,4,1,3,0.3333333333333333,0.2
SciML/deSolveDiffEq.jl,81,4,1,3,0.3333333333333333,0.2
jupyter/notebook_shim,28,4,1,3,0.3333333333333333,0.2
arviz-devs/arviz_dashboard,41,4,1,3,0.3333333333333333,0.2
MDAnalysis/branding,38,4,1,3,0.3333333333333333,0.2
ropensci/gutenbergr,37,4,1,3,0.3333333333333333,0.2
scikit-image/skimage-web,28,4,1,3,0.3333333333333333,0.2
sympy/sympy_benchmarks,88,4,1,3,0.3333333333333333,0.2
Open-MBEE/mms5-deployment,178,4,1,3,0.3333333333333333,0.2
Open-MBEE/ve-confluence,218,4,1,3,0.3333333333333333,0.2
pangeo-data/escience-2022,36,4,1,3,0.3333333333333333,0.2
matplotlib/data-prototype,105,4,1,3,0.3333333333333333,0.2
sunpy/data,23,4,1,3,0.3333333333333333,0.2
ropensci/CoordinateCleaner,54,4,1,3,0.3333333333333333,0.2
fortran-lang/fortls,13265,4,1,3,0.3333333333333333,0.2
dask/crick,16,4,1,3,0.3333333333333333,0.2
pymc-devs/sunode,205,4,1,3,0.3333333333333333,0.2
galaxyproject/ephemeris,99,4,1,3,0.3333333333333333,0.2
galaxyproject/idc,377,4,1,3,0.3333333333333333,0.2
SciML/SymbolicIndexingInterface.jl,1799,4,1,3,0.3333333333333333,0.2
QuantEcon/qe_libraries_article,79,4,1,3,0.3333333333333333,0.2
JuliaLang/julia-logo-graphics,70,4,1,3,0.3333333333333333,0.2
econ-ark/PARK,41,4,1,3,0.3333333333333333,0.2
yt-project/ewah_bool_utils,225,4,1,3,0.3333333333333333,0.2
gammapy/gammapy-handson,16,4,1,3,0.3333333333333333,0.2
scverse/simple-scvi,221,4,1,3,0.3333333333333333,0.2
pangeo-data/zarr-proxy,175,4,1,3,0.3333333333333333,0.2
scverse/anndata-tutorials,15,4,1,3,0.3333333333333333,0.2
nipy/heudiconv-joss-paper,271,4,1,3,0.3333333333333333,0.2
SciML/FunctionWrappersWrappers.jl,64,4,1,3,0.3333333333333333,0.2
scientific-python/spin,242,4,1,3,0.3333333333333333,0.2
tardis-sn/tardis-benchmarks,379,4,1,3,0.3333333333333333,0.2
scverse/genomic-features,183,4,1,3,0.3333333333333333,0.2
scverse/scverseio,222,4,1,3,0.3333333333333333,0.2
MDAnalysis/transport-analysis,268,4,1,3,0.3333333333333333,0.2
stan-dev/stancon2023,16,4,1,3,0.3333333333333333,0.2
MDAnalysis/mdanalysis-sphinx-theme,197,4,1,3,0.3333333333333333,0.2
networkx/nx-parallel,148,4,1,3,0.3333333333333333,0.2
MDAnalysis/PathSimAnalysis,123,4,1,3,0.3333333333333333,0.2
zarr-developers/zarr-java,96,4,1,3,0.3333333333333333,0.2
Open-MBEE/exec-mms,568,4,1,3,0.3333333333333333,0.2
Blosc/blosc2_grok,224,4,1,3,0.3333333333333333,0.2
SciML/PSOGPU.jl,477,4,1,3,0.3333333333333333,0.2
Blosc/Caterva2,3273,4,1,3,0.3333333333333333,0.2
astropy/astropy-finance,12,4,1,3,0.3333333333333333,0.2
SciML/ModelingToolkitCourse,330,4,1,3,0.3333333333333333,0.2
astropy/astropy-benchmarks,20,4,1,3,0.3333333333333333,0.2
QuantEcon/lecture-stats,231,4,1,3,0.3333333333333333,0.2
JuliaLang/Public.jl,40,4,1,3,0.3333333333333333,0.2
QuantEcon/lecture-dynamics,35,4,1,3,0.3333333333333333,0.2
SciML/SciMLStructures.jl,279,4,1,3,0.3333333333333333,0.2
MDAnalysis/mdahole2,17,4,1,3,0.3333333333333333,0.2
sunpy/package-template,2416,4,1,3,0.3333333333333333,0.2
SciML/SimpleBoundaryValueDiffEq.jl,71,4,1,3,0.3333333333333333,0.2
SciML/MaybeInplace.jl,82,4,1,3,0.3333333333333333,0.2
SciML/NonlinearSolveBase.jl,46,4,1,3,0.3333333333333333,0.2
SciML/FastAlmostBandedMatrices.jl,63,4,1,3,0.3333333333333333,0.2
sgkit-dev/sgkit,991,4,1,3,0.3333333333333333,0.2
matplotlib/2024-NASA-ROSES-F7,125,4,1,3,0.3333333333333333,0.2
galaxyproject/SegAlign,47,4,1,3,0.3333333333333333,0.2
spyder-ide/spyder-website,69,4,1,3,0.3333333333333333,0.2
galaxyproject/KegAlign,26,4,1,3,0.3333333333333333,0.2
pangeo-data/pangeo.io,69,4,1,3,0.3333333333333333,0.2
scverse/conference-2024,11,4,1,3,0.3333333333333333,0.2
ropensci/rix,1292,4,1,3,0.3333333333333333,0.2
OSGeo/grass-tutorials,16,4,1,3,0.3333333333333333,0.2
SciML/ProcessSimulator.jl,43,4,1,3,0.3333333333333333,0.2
SciML/ComponentArrays.jl,25,4,1,3,0.3333333333333333,0.2
ropensci/skimr,281,3,1,2,0.5,0.2
geopandas/xyzservices,157,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKPythonPackage,986,3,1,2,0.5,0.2
gnu-octave/gnu-octave.github.io,117,3,1,2,0.5,0.2
SciML/DiffEqDocs.jl,3110,3,1,2,0.5,0.2
astropy/astropy-sphinx-theme,12,3,1,2,0.5,0.2
ropensci/codemetar,41,3,1,2,0.5,0.2
galaxyproject/GTN-community-paper-2020,50,3,1,2,0.5,0.2
ropensci/cffr,368,3,1,2,0.5,0.2
SciML/SciMLBenchmarksOutput,812,3,1,2,0.5,0.2
yt-project/cmyt,607,3,1,2,0.5,0.2
nteract/semiotic,296,3,1,2,0.5,0.2
astropy/astroquery,2234,3,1,2,0.5,0.2
pangeo-data/xbatcher,68,3,1,2,0.5,0.2
jump-dev/SCS.jl,687,3,1,2,0.5,0.2
sunpy/sunpy-benchmarks,423,3,1,2,0.5,0.2
arviz-devs/GSoD,20,3,1,2,0.5,0.2
scikit-image/docs,722,3,1,2,0.5,0.2
jump-dev/HiGHS.jl,418,3,1,2,0.5,0.2
astropy/astropy-healpix,105,3,1,2,0.5,0.2
SciML/StochasticDelayDiffEq.jl,253,3,1,2,0.5,0.2
galaxyproject/infrastructure-playbook,458,3,1,2,0.5,0.2
Open-MBEE/mms,462,3,1,2,0.5,0.2
jupyter/papyri,814,3,1,2,0.5,0.2
astropy/pytest-arraydiff,55,3,1,2,0.5,0.2
WorldWideTelescope/wwt-webgl-engine,3897,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKGrowCut,17,3,1,2,0.5,0.2
geopandas/dask-geopandas,126,3,1,2,0.5,0.2
JuliaLang/SparseArrays.jl,42,3,1,2,0.5,0.2
SciML/DiffEqJump.jl,118,3,1,2,0.5,0.2
astropy/sphinx-astropy,50,3,1,2,0.5,0.2
sunpy/sunkit-dem,46,3,1,2,0.5,0.2
sunpy/drms,232,3,1,2,0.5,0.2
sunpy/pyflct,238,3,1,2,0.5,0.2
sunpy/radiospectra,106,3,1,2,0.5,0.2
ropensci/redland-bindings,70,3,1,2,0.5,0.2
JuliaLang/SuiteSparse.jl,23,3,1,2,0.5,0.2
SciML/DifferentialEquations.jl,1521,3,1,2,0.5,0.2
galaxyproject/ansible-postgresql,96,3,1,2,0.5,0.2
dask/dask-kubernetes,872,3,1,2,0.5,0.2
astropy/ccdproc,152,3,1,2,0.5,0.2
SciML/DiffEqOperators.jl,173,3,1,2,0.5,0.2
mlpack/mlpack.org,82,3,1,2,0.5,0.2
jupyter/jupyter_kernel_test,158,3,1,2,0.5,0.2
geopandas/contextily,37,3,1,2,0.5,0.2
jump-dev/KNITRO.jl,224,3,1,2,0.5,0.2
sunpy/.github,70,3,1,2,0.5,0.2
SciML/SciMLNLSolve.jl,81,3,1,2,0.5,0.2
SciML/GeometricIntegratorsDiffEq.jl,142,3,1,2,0.5,0.2
InsightSoftwareConsortium/DCMTK,10624,3,1,2,0.5,0.2
arviz-devs/ArviZ.jl,3593,3,1,2,0.5,0.2
networkx/nx-guides,77,3,1,2,0.5,0.2
InsightSoftwareConsortium/SimpleITK-Notebooks,166,3,1,2,0.5,0.2
zarr-developers/zarr_implementations,10,3,1,2,0.5,0.2
Open-MBEE/ve,1222,3,1,2,0.5,0.2
SciML/MATLABDiffEq.jl,154,3,1,2,0.5,0.2
scientific-python/devstats.scientific-python.org,37,3,1,2,0.5,0.2
spyder-ide/pywinpty,115,3,1,2,0.5,0.2
tardis-sn/nuclear,4,3,1,2,0.5,0.2
InsightSoftwareConsortium/itk-viewer-material-ui,50,3,1,2,0.5,0.2
SciML/SciMLBook,274,3,1,2,0.5,0.2
dask/.github,5,3,1,2,0.5,0.2
stan-dev/ci-scripts,488,3,1,2,0.5,0.2
zarr-developers/blog,144,3,1,2,0.5,0.2
SciML/FastDEQ.jl,135,3,1,2,0.5,0.2
astropy/astropy-mentoring,52,3,1,2,0.5,0.2
networkx/website,31,3,1,2,0.5,0.2
JuliaLang/Tokenize.jl,294,3,1,2,0.5,0.2
scientific-python/devstats-data,9,3,1,2,0.5,0.2
Cantera/conda-recipes,247,3,1,2,0.5,0.2
scverse/Muon.jl,56,3,1,2,0.5,0.2
SciML/SciMLTutorialsOutput,64,3,1,2,0.5,0.2
astropy/pytest-doctestplus,59,3,1,2,0.5,0.2
mlpack/mlpack-bot,145,3,1,2,0.5,0.2
nteract/ansi-to-react,11,3,1,2,0.5,0.2
nteract/outputs,22,3,1,2,0.5,0.2
ropensci/dittodb,137,3,1,2,0.5,0.2
gammapy/gammapy-unbinned-analysis,76,3,1,2,0.5,0.2
JuliaLang/NetworkOptions.jl,28,3,1,2,0.5,0.2
FEniCS/gsoc,323,3,1,2,0.5,0.2
galaxyproject/usage-metering,56,3,1,2,0.5,0.2
ropensci/nbaR,19,3,1,2,0.5,0.2
dask/dask-jobqueue,58,3,1,2,0.5,0.2
scientific-python/lazy-loader,21,3,1,2,0.5,0.2
spyder-ide/qtawesome,97,3,1,2,0.5,0.2
numpy/numpy-newsletter,37,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKBoneMorphometry,7,3,1,2,0.5,0.2
stan-dev/rstantools,658,3,1,2,0.5,0.2
astropy/pytest-astropy,34,3,1,2,0.5,0.2
jupyter/try-jupyter,96,3,1,2,0.5,0.2
bokeh/jupyter_bokeh,356,3,1,2,0.5,0.2
Open-MBEE/mms5-layer1,128,3,1,2,0.5,0.2
SciML/DEDataArrays.jl,158,3,1,2,0.5,0.2
galaxyproject/galaxy-docker-k8s,202,3,1,2,0.5,0.2
galaxyproject/ansible-tiaas2,92,3,1,2,0.5,0.2
fortran-lang/setup-fpm,71,3,1,2,0.5,0.2
ropensci/statistical-software-review-book,258,3,1,2,0.5,0.2
ropensci/qualR,41,3,1,2,0.5,0.2
pymc-devs/pymc-resources,48,3,1,2,0.5,0.2
fortran-lang/homebrew-fortran,45,3,1,2,0.5,0.2
QuantEcon/ASE_ENSEA_workshop,30,3,1,2,0.5,0.2
QuantEcon/indian_summer_workshop,21,3,1,2,0.5,0.2
ropensci/visdat,87,3,1,2,0.5,0.2
econ-ark/BayerLuetticke,8,3,1,2,0.5,0.2
bokeh/bokeh.org,10,3,1,2,0.5,0.2
ropensci/stantargets,78,3,1,2,0.5,0.2
galaxyproject/planemo-ci-action,42,3,1,2,0.5,0.2
arviz-devs/arviz-project,43,3,1,2,0.5,0.2
yt-project/yt_idv,815,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKSplitComponents,283,3,1,2,0.5,0.2
ropensci/comtradr,688,3,1,2,0.5,0.2
nipy/nitransforms,407,3,1,2,0.5,0.2
Cantera/workshop-websites,23,3,1,2,0.5,0.2
Open-MBEE/mms5-store-service,61,3,1,2,0.5,0.2
napari/napari-graph,51,3,1,2,0.5,0.2
QuantEcon/quantecon-book-networks,89,3,1,2,0.5,0.2
OSGeo/gdal-grass,100,3,1,2,0.5,0.2
jump-dev/MiniZinc.jl,260,3,1,2,0.5,0.2
ropensci/opencage,104,3,1,2,0.5,0.2
ropensci/restez,138,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKHigherOrderAccurateGradient,24,3,1,2,0.5,0.2
dask/dask-stories,3,3,1,2,0.5,0.2
InsightSoftwareConsortium/itk-viewer-bootstrap-ui,673,3,1,2,0.5,0.2
spyder-ide/spyder-line-profiler,99,3,1,2,0.5,0.2
Open-MBEE/mtip-sparx,14,3,1,2,0.5,0.2
jupyter/kernels-team-compass,24,3,1,2,0.5,0.2
ropensci/skynet,32,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKBioCell,8,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKBoneEnhancement,7,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKFixedPointInverseDisplacementField,4,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKIOMeshSTL,14,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKLabelErodeDilate,6,3,1,2,0.5,0.2
scipy/archive,25,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKCuberille,7,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKIOFDF,7,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKParabolicMorphology,28,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKThickness3D,11,3,1,2,0.5,0.2
SciML/DASKR.jl,389,3,1,2,0.5,0.2
JuliaLang/TOML.jl,22,3,1,2,0.5,0.2
ropensci/hddtools,45,3,1,2,0.5,0.2
jump-dev/Pajarito.jl,29,3,1,2,0.5,0.2
SciML/DASSL.jl,426,3,1,2,0.5,0.2
SciML/BridgeDiffEq.jl,115,3,1,2,0.5,0.2
SciML/ODEInterfaceDiffEq.jl,311,3,1,2,0.5,0.2
SciML/SciPyDiffEq.jl,89,3,1,2,0.5,0.2
scverse/cookiecutter-scverse-instance,1179,3,1,2,0.5,0.2
cupy/backport,8,3,1,2,0.5,0.2
galaxyproject/cloudlaunch-registry,16,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKGitHubCDashStatus,75,3,1,2,0.5,0.2
gnu-octave/packages-sandbox,716,3,1,2,0.5,0.2
matplotlib/viscm,53,3,1,2,0.5,0.2
ropensci/datefixR,927,3,1,2,0.5,0.2
QuantEcon/QuantEcon.notebooks,39,3,1,2,0.5,0.2
gammapy/gammapy-presentations,25,3,1,2,0.5,0.2
scikit-image/skimage-tutorials,19,3,1,2,0.5,0.2
QuantEcon/Expectations.jl,30,3,1,2,0.5,0.2
arviz-devs/InferenceObjects.jl,1183,3,1,2,0.5,0.2
pydata/patsy,70,3,1,2,0.5,0.2
OSGeo/osgeo,27,3,1,2,0.5,0.2
SciML/ODE.jl,336,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKCLEsperanto,135,3,1,2,0.5,0.2
spyder-ide/spyder-vim,33,3,1,2,0.5,0.2
SciML/DiffEqPhysics.jl,271,3,1,2,0.5,0.2
SciML/DimensionalPlotRecipes.jl,100,3,1,2,0.5,0.2
SciML/GlobalDiffEq.jl,51,3,1,2,0.5,0.2
SciML/ResettableStacks.jl,97,3,1,2,0.5,0.2
ropensci/stats19,138,3,1,2,0.5,0.2
ropensci/worrms,15,3,1,2,0.5,0.2
ropensci/sofa,25,3,1,2,0.5,0.2
ropensci/aorsf,6096,3,1,2,0.5,0.2
ropensci/nlrx,76,3,1,2,0.5,0.2
OSGeo/mdme,50,3,1,2,0.5,0.2
pymc-devs/pymcon_2022_website,121,3,1,2,0.5,0.2
pangeo-data/clivar-2022,95,3,1,2,0.5,0.2
Open-MBEE/OpenSE-Cookbook,21,3,1,2,0.5,0.2
pymc-devs/pymcx,40,3,1,2,0.5,0.2
SciML/EllipsisNotation.jl,321,3,1,2,0.5,0.2
InsightSoftwareConsortium/itk-viewer,1040,3,1,2,0.5,0.2
pymc-devs/nuts-rs,100,3,1,2,0.5,0.2
arviz-devs/ArviZJuliaDocs,842,3,1,2,0.5,0.2
ropensci/wikitaxa,12,3,1,2,0.5,0.2
Open-MBEE/Comodo,17,3,1,2,0.5,0.2
numpy/numpy-user-dtypes,505,3,1,2,0.5,0.2
sunpy/sunpy-frontiers-paper,77,3,1,2,0.5,0.2
openfheorg/openfhe-boolean-circuit-evaluator,14,3,1,2,0.5,0.2
ropensci/rgnparser,46,3,1,2,0.5,0.2
SciML/SciMLWorkshop.jl,133,3,1,2,0.5,0.2
econ-ark/Pandemic,8,3,1,2,0.5,0.2
sunpy/presentations,70,3,1,2,0.5,0.2
yt-project/yt_pytest_mpl_baseline,14,3,1,2,0.5,0.2
PyTables/pytables.github.com,10,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKIOOMEZarrNGFF,124,3,1,2,0.5,0.2
pymc-devs/paper_v5,11,3,1,2,0.5,0.2
nipy/nipy,295,3,1,2,0.5,0.2
ropensci/phruta,12,3,1,2,0.5,0.2
pybamm-team/.github,8,3,1,2,0.5,0.2
Open-MBEE/openapi-graph-extractor,32,3,1,2,0.5,0.2
ropensci/rnaturalearth,143,3,1,2,0.5,0.2
zarr-developers/geozarr-spec,127,3,1,2,0.5,0.2
pystatgen/sgkit-publication,684,3,1,2,0.5,0.2
econ-ark/DistributionOfWealthMPC,115,3,1,2,0.5,0.2
Blosc/BTune,19,3,1,2,0.5,0.2
SciML/TruncatedStacktraces.jl,59,3,1,2,0.5,0.2
jupyter/executive-council-team-compass,13,3,1,2,0.5,0.2
InsightSoftwareConsortium/itk-dreg,90,3,1,2,0.5,0.2
SciML/PDEBase.jl,114,3,1,2,0.5,0.2
nipy/nitime,133,3,1,2,0.5,0.2
